NroTrx;customerid;total;useragentbrowser;useragentoperatingsystem;useragentdevice;diasem
P017004;55927;77;Mobile Safari;iOS;iPhone;Mie
P017005;56000;52.5;Chrome;Mac OS X;other;Mie
P017006;55994;55.5;Chrome;Mac OS X;other;Mie
P017007;55999;136.5;Chrome;Windows;other;Mie
P017008;55982;84;Mobile Safari;iOS;iPhone;Mie
P017009;55450;108;Safari;Mac OS X;other;Mie
P017010;36648;76.5;Mobile Safari;iOS;iPhone;Mie
P017011;56008;120.5;Chrome Mobile;Android;other;Mie
P017012;56014;53.5;Chrome;Windows;other;Mie
P017013;43095;61.5;Chrome;Windows;other;Mie
P017014;56018;100.5;Mobile Safari;iOS;iPad;Mie
P017015;55987;96;Chrome;Windows;other;Mie
P017016;56020;96;Chrome Mobile;Android;other;Mie
P017017;56009;55;Mobile Safari;iOS;iPhone;Mie
P017018;45023;112.5;Chrome Mobile;Android;LG;Mie
P017019;55860;145.5;Chrome;Windows;other;Mie
P017020;37015;66;Chrome Mobile;Android;other;Mie
P017021;35398;124;Chrome;Windows;other;Mie
P017022;45103;79;Chrome Mobile;Android;other;Mie
P017023;56028;98;Mobile Safari;iOS;iPhone;Mie
P017024;54835;67;Chrome Mobile;Android;other;Mie
P017025;56030;280;Chrome;Windows;other;Mie
P017026;40955;56.5;Chrome;Windows;other;Mie
P017027;42962;117.5;Chrome;Windows;other;Mie
P017028;56025;54;Mobile Safari;iOS;iPhone;Mie
P017029;55557;65;Chrome;Windows;other;Mie
P017030;55790;56;Chrome;Windows;other;Mie
P017031;34876;145;Chrome;Windows;other;Mie
P017032;56034;71.5;Mobile Safari;iOS;iPhone;Mie
P017033;56022;93.5;Chrome;Windows;other;Mie
P017034;56045;56;Chrome;Windows;other;Mie
P017035;55743;136.5;Chrome Mobile iOS;iOS;iPhone;Mie
P017036;56044;68;Chrome Mobile;Android;LG;Mie
P017037;55919;67;Chrome Mobile;Android;other;Mie
P017038;56042;62;Chrome;Windows;other;Mie
P017039;43661;56;Mobile Safari;iOS;iPhone;Mie
P017040;56017;65;Chrome Mobile;Android;other;Mie
P017041;44567;94.5;Chrome;Windows;other;Mie
P017042;54697;55;Chrome Mobile;Android;other;Mie
P017043;56063;66.5;Chrome;Windows;other;Mie
P017044;33632;108;Chrome;Windows;other;Mie
P017045;55306;108.5;Chrome;Windows;other;Mie
P017046;56049;74.5;Chrome;Windows;other;Mie
P017047;56050;67.5;Chrome;Windows;other;Mie
P017048;56038;66.5;Chrome;Windows;other;Mie
P017049;53539;54;Chrome;Windows;other;Mie
P017050;56039;93;Chrome;Windows;other;Mie
P017051;56059;112.5;Mobile Safari;iOS;iPhone;Mie
P017052;56067;139.5;Mobile Safari;iOS;iPhone;Mie
P017053;56054;120.5;Chrome;Android;other;Mie
P017054;56043;72;Samsung Internet;Android;Samsung;Mie
P017055;53605;80;Mobile Safari;iOS;iPhone;Mie
P017056;37207;97;Chrome Mobile;Android;other;Mie
P017057;56046;68;Chrome Mobile;Android;other;Mie
P017058;36901;82;Samsung Internet;Android;Samsung;Mie
P017059;39956;162;Chrome;Windows;other;Mie
P017060;33991;98.5;Chrome;Windows;other;Mie
P017061;56075;80.5;Chrome;Windows;other;Mie
P017062;38988;111.5;Chrome;Windows;other;Mie
P017063;55093;57;Chrome;Windows;other;Mie
P017064;52028;75;Chrome;Windows;other;Mie
P017065;56079;53.5;Mobile Safari;iOS;iPhone;Mie
P017066;50514;54.5;Chrome;Windows;other;Mie
P017067;56074;66.5;Chrome;Windows;other;Mie
P017068;35390;66.5;Chrome;Windows;other;Mie
P017069;56070;107;Mobile Safari;iOS;iPhone;Mie
P017070;56023;102;Chrome;Windows;other;Mie
P017071;36660;67;Chrome Mobile iOS;iOS;iPhone;Mie
P017072;37584;69;Chrome Mobile;Android;other;Mie
P017073;56095;60;Facebook;Android;other;Mie
P017074;56096;133.5;Chrome Mobile;Android;other;Mie
P017075;34885;138;Chrome Mobile;Android;other;Mie
P017076;56101;66.5;Chrome;Mac OS X;other;Mie
P017077;56088;138;Chrome Mobile iOS;iOS;iPhone;Mie
P017078;56108;106;Chrome Mobile;Android;other;Mie
P017079;56107;95.5;Mobile Safari;iOS;iPhone;Mie
P017080;37486;210;Mobile Safari;iOS;iPhone;Mie
P017081;55619;66.5;Chrome Mobile;Android;other;Mie
P017082;56093;70;Mobile Safari;iOS;iPhone;Mie
P017083;56102;145.5;Mobile Safari;iOS;iPhone;Mie
P017084;56105;98;Chrome;Windows;other;Mie
P017085;40578;67;Chrome;Windows;other;Mie
P017086;34991;97;Chrome Mobile;Android;other;Mie
P017087;56113;77.5;Chrome Mobile;Android;other;Mie
P017088;56097;85;Chrome;Windows;other;Mie
P017089;55394;105.5;Chrome;Windows;other;Mie
P017090;42710;56.5;Chrome;Windows;other;Mie
P017091;56116;53;Chrome Mobile;Android;other;Mie
P017092;36468;93;Chrome Mobile;Android;other;Mie
P017093;41325;308;Mobile Safari;iOS;iPhone;Mie
P017094;56114;77.5;Chrome;Windows;other;Mie
P017095;56112;121;Edge;Windows;other;Mie
P017096;35858;109.5;Chrome;Windows;other;Mie
P017097;56140;80;Chrome;Windows;other;Mie
P017098;56124;53.5;Chrome Mobile;Android;other;Mie
P017099;56139;94;Chrome;Windows;other;Mie
P017100;56128;54;Chrome Mobile;Android;other;Mie
P017101;54503;62;Chrome;Windows;other;Mie
P017102;56136;206;Mobile Safari;iOS;iPhone;Mie
P017103;34459;175.5;Chrome;Mac OS X;other;Mie
P017104;45725;98.5;Facebook;Android;HUAWEI;Mie
P017105;56131;79;Chrome;Mac OS X;other;Mie
P017106;41372;97.5;Mobile Safari;iOS;iPhone;Mie
P017107;56134;54;Chrome;Windows;other;Mie
P017108;36782;200;Chrome Mobile;Android;other;Mie
P017109;39952;66;Safari;Mac OS X;other;Mie
P017110;33750;54;Chrome;Windows;other;Mie
P017111;56133;149;Edge;Windows;other;Mie
P017112;39402;52;Chrome;Windows;other;Mie
P017113;37916;59;Chrome;Windows;other;Mie
P017114;56149;93.5;Mobile Safari;iOS;iPhone;Mie
P017115;56144;58.5;Chrome;Windows;other;Mie
P017116;56146;139;Chrome;Windows;other;Mie
P017117;56126;54;Chrome;Windows;other;Mie
P017118;56055;60;Chrome;Mac OS X;other;Mie
P017119;56099;60;Chrome;Windows;other;Mie
P017120;56135;97.5;Chrome;Windows;other;Mie
P017121;54820;97.5;Chrome;Windows;other;Mie
P017122;33847;81;Chrome;Windows;other;Mie
P017123;56142;105;Samsung Internet;Android;Samsung;Mie
P017124;56138;92.5;Safari;Mac OS X;other;Mie
P017125;38901;80;Chrome Mobile;Android;other;Mie
P017126;55977;66;Chrome;Windows;other;Mie
P017127;36834;100;Chrome;Windows;other;Mie
P017128;56153;81;Mobile Safari;iOS;iPhone;Mie
P017129;55843;53.5;Chrome Mobile;Android;other;Mie
P017130;56152;52;Chrome;Windows;other;Mie
P017131;55894;110;Chrome;Windows;other;Mie
P017132;56168;79;Chrome Mobile;Android;other;Mie
P017133;41536;107.5;Chrome Mobile;Android;other;Mie
P017134;56169;53.5;Chrome;Windows;other;Mie
P017135;56170;53;Chrome;Windows;other;Mie
P017136;56157;57;Chrome;Mac OS X;other;Mie
P017137;37732;97;Chrome;Windows;other;Mie
P017138;40785;53;Chrome;Windows;other;Mie
P017139;56172;121.5;Chrome;Windows;other;Mie
P017140;36488;99;Chrome;Windows;other;Mie
P017141;35919;94;Chrome;Windows;other;Mie
P017142;56185;53;Edge;Windows;other;Mie
P017143;38125;172.5;Facebook;Android;Samsung;Mie
P017144;56199;156.5;Chrome;Mac OS X;other;Mie
P017145;35013;53.5;Chrome Mobile;Android;other;Mie
P017146;39404;71;Chrome;Windows;other;Mie
P017147;36594;126;Safari;Mac OS X;other;Mie
P017148;42507;214;Chrome;Windows;other;Mie
P017149;56200;66.5;Samsung Internet;Android;Samsung;Mie
P017150;41664;124.5;Chrome;Windows;other;Mie
P017151;56181;54;Chrome;Windows;other;Mie
P017152;56183;52;Chrome Mobile;Android;other;Mie
P017153;56198;177.5;Chrome;Windows;other;Mie
P017154;56206;71;Mobile Safari;iOS;iPhone;Mie
P017155;56151;84;Mobile Safari;iOS;iPhone;Mie
P017156;37393;93.5;Chrome;Windows;other;Mie
P017157;39067;240;Chrome Mobile;Android;other;Mie
P017158;38654;64;Mobile Safari;WKWebView;iOS;Mie
P017159;56207;97.5;Chrome;Windows;other;Mie
P017160;56212;52;Chrome;Windows;other;Mie
P017161;41366;90;Chrome;Windows;other;Mie
P017162;48680;51;Chrome;Windows;other;Mie
P017163;56204;119.5;Mobile Safari;iOS;iPhone;Mie
P017164;56217;81;Mobile Safari;iOS;iPhone;Mie
P017165;37459;52.5;Chrome;Windows;other;Mie
P017166;56222;64.5;Firefox;Windows;other;Mie
P017167;56218;54;Chrome Mobile;Android;other;Mie
P017168;56221;80;Chrome Mobile;Android;other;Mie
P017169;36693;80;Chrome;Windows;other;Mie
P017170;56225;68.5;Chrome;Windows;other;Mie
P017171;56209;110;Chrome;Windows;other;Mie
P017172;56201;52.5;Chrome;Windows;other;Mie
P017173;56223;92.5;Mobile Safari;iOS;iPhone;Mie
P017174;36361;57;Chrome;Windows;other;Mie
P017175;56228;241;Firefox Mobile;Android;other;Mie
P017176;36043;101.5;Mobile Safari;iOS;iPhone;Mie
P017177;56224;124;Chrome;Windows;other;Mie
P017178;55595;96.5;Chrome Mobile;Android;other;Mie
P017179;40963;108;Chrome;Windows;other;Mie
P017180;56227;66.5;Chrome;Windows;other;Mie
P017181;43477;67;Chrome;Windows;other;Mie
P017182;56233;68;Chrome Mobile iOS;iOS;iPad;Mie
P017183;56234;54;Chrome;Windows;other;Mie
P017184;40275;72;Chrome;Windows;other;Mie
P017185;56252;84;Chrome;Windows;other;Mie
P017186;56237;71;Chrome Mobile;Android;other;Mie
P017187;56216;53.5;Mobile Safari;iOS;iPad;Mie
P017188;56256;54;Chrome Mobile;Android;other;Mie
P017189;56235;68;Mobile Safari;iOS;iPhone;Mie
P017190;56238;142.5;Mobile Safari;iOS;iPhone;Mie
P017191;41369;66.5;Chrome;Windows;other;Mie
P017192;34154;117.5;Chrome;Windows;other;Mie
P017193;56240;74.5;Chrome;Windows;other;Mie
P017194;56259;86;Chrome Mobile;Android;other;Mie
P017195;56261;53.5;Chrome Mobile;Android;other;Mie
P017196;56265;69.5;Chrome;Windows;other;Mie
P017197;34235;61;Chrome Mobile;Android;other;Mie
P017198;56268;80;Mobile Safari;iOS;iPhone;Mie
P017199;36793;67;Chrome;Windows;other;Mie
P017200;37901;71;Mobile Safari;iOS;iPhone;Mie
P017201;56247;98;Chrome Mobile;Android;other;Mie
P017202;56229;53.5;Chrome;Windows;other;Mie
P017203;45912;58.5;Chrome;Windows;other;Mie
P017204;55901;258;Mobile Safari;iOS;iPhone;Mie
P017205;56284;78;Mobile Safari;iOS;iPhone;Mie
P017206;37181;93.5;Chrome Mobile;Android;other;Mie
P017207;56281;53.5;Samsung Internet;Android;Samsung;Mie
P017208;52604;54;Mobile Safari;iOS;iPhone;Mie
P017209;56248;128.5;Chrome;Windows;other;Mie
P017210;56283;122.5;Chrome;Windows;other;Mie
P017211;38216;75;Chrome;Windows;other;Mie
P017212;49441;136.5;Mobile Safari;iOS;iPhone;Mie
P017213;45375;117;Chrome Mobile;Android;other;Mie
P017214;51948;67;Chrome;Windows;other;Mie
P017215;36807;110.5;Chrome;Windows;other;Mie
P017216;56291;71;Mobile Safari;iOS;iPhone;Mie
P017217;56258;54;Samsung Internet;Android;Samsung;Mie
P017218;42609;106.5;Firefox;Mac OS X;other;Mie
P017219;38561;81;Chrome Mobile;Android;other;Mie
P017220;39331;53.5;Mobile Safari;iOS;iPhone;Mie
P017221;38379;54;Mobile Safari;iOS;iPhone;Mie
P017222;56289;55;Mobile Safari;iOS;iPhone;Mie
P017223;55666;111.5;Samsung Internet;Android;Samsung;Mie
P017224;43953;98.5;Mobile Safari;iOS;iPhone;Mie
P017225;56304;80;Chrome Mobile;Android;other;Mie
P017226;54707;209.5;Samsung Internet;Android;Samsung;Mie
P017227;56300;125;Mobile Safari;iOS;iPhone;Mie
P017228;54953;69.5;Chrome;Windows;other;Mie
P017229;56301;51.5;Chrome Mobile iOS;iOS;iPhone;Mie
P017230;34268;61.5;Chrome;Windows;other;Mie
P017231;37138;142;Mobile Safari;iOS;iPhone;Mie
P017232;56298;50;Mobile Safari;iOS;iPhone;Mie
P017233;56288;67.5;Chrome Mobile;Android;other;Mie
P017234;56310;55;Chrome Mobile;Android;other;Mie
P017235;56305;68;Chrome Mobile;Android;other;Mie
P017236;34254;61;Chrome;Mac OS X;other;Mie
P017237;46262;55;Chrome Mobile;Android;other;Mie
P017238;38479;107;Chrome Mobile;Android;other;Mie
P017239;56327;54;Chrome;Windows;other;Mie
P017240;56322;79;Chrome;Windows;other;Mie
P017241;56326;67;Mobile Safari;iOS;iPhone;Mie
P017242;56295;54;Mobile Safari;iOS;iPhone;Mie
P017243;56329;146;Samsung Internet;Android;Samsung;Mie
P017244;56317;67;Samsung Internet;Android;Samsung;Mie
P017245;56254;140;Chrome Mobile;Android;other;Mie
P017246;56331;59;Chrome;Windows;other;Mie
P017247;56336;55;Chrome;Windows;other;Mie
P017248;34605;297;Facebook;Android;XiaoMi;Mie
P017249;56332;190;Chrome Mobile;Android;other;Mie
P017250;36606;68;Chrome Mobile;Android;other;Mie
P017251;47090;53.5;Chrome;Windows;other;Mie
P017252;56338;54;Mobile Safari;iOS;iPad;Mie
P017253;56339;108;Chrome;Windows;other;Mie
P017254;53381;54;Chrome;Windows;other;Mie
P017255;56347;53;Chrome;Windows;other;Mie
P017256;47746;72;Chrome Mobile;Android;other;Mie
P017257;37809;98;Mobile Safari;iOS;iPhone;Mie
P017258;56355;54.5;Mobile Safari;iOS;iPhone;Mie
P017259;55298;92;Mobile Safari;iOS;iPhone;Mie
P017260;56340;196;Mobile Safari;iOS;iPhone;Mie
P017261;56345;162;Chrome Mobile iOS;iOS;iPhone;Mie
P017262;56353;54.5;Mobile Safari;iOS;iPhone;Mie
P017263;44516;54.5;Chrome Mobile;Android;LG;Mie
P017264;56357;60.5;Mobile Safari;iOS;iPhone;Mie
P017265;56341;59.5;Chrome;Windows;other;Mie
P017266;56286;97;Samsung Internet;Android;Samsung;Mie
P017267;46630;116.5;Chrome;Windows;other;Mie
P017268;56367;54;Mobile Safari;iOS;iPhone;Mie
P017269;56361;55;Chrome;Windows;other;Mie
P017270;54943;74.5;Samsung Internet;Android;Samsung;Mie
P017271;56362;58;Chrome;Windows;other;Mie
P017272;40141;53;Chrome;Windows;other;Mie
P017273;35057;74;Safari;Mac OS X;other;Mie
P017274;37195;117.5;Mobile Safari;iOS;iPhone;Mie
P017275;54094;98;Chrome Mobile;Android;other;Mie
P017276;56382;111;Samsung Internet;Android;Samsung;Mie
P017277;39434;68.5;Chrome;Windows;other;Mie
P017278;56378;109;Facebook;Android;Samsung;Mie
P017279;56392;53.5;Chrome;Mac OS X;other;Mie
P017280;52897;60;Chrome;Windows;other;Mie
P017281;56390;81;Chrome;Mac OS X;other;Mie
P017282;53138;52;Chrome;Windows;other;Mie
P017283;56369;53.5;Chrome;Windows;other;Mie
P017284;56393;79.5;Chrome;Windows;other;Mie
P017285;56398;56;Chrome Mobile;Android;other;Mie
P017286;47376;81;Mobile Safari;iOS;iPhone;Mie
P017287;55535;59;Chrome;Windows;other;Mie
P017288;56397;58.5;Chrome Mobile;Android;other;Mie
P017289;36729;114.5;Edge;Windows;other;Mie
P017290;34875;66.5;Mobile Safari;iOS;iPhone;Mie
P017291;56400;89;Chrome;Windows;other;Mie
P017292;35059;55;Chrome;Windows;other;Mie
P017293;35941;110.5;Chrome;Windows;other;Mie
P017294;56406;71;Mobile Safari;iOS;iPhone;Mie
P017295;56410;59;Chrome Mobile iOS;iOS;iPhone;Mie
P017296;37302;54;Safari;Mac OS X;other;Mie
P017297;33741;79.5;Chrome;Windows;other;Mie
P017298;56389;53.5;Chrome;Windows;other;Mie
P017299;56414;75.5;Edge;Windows;other;Mie
P017300;34139;107.5;Mobile Safari;iOS;iPhone;Mie
P017301;51418;263.5;Chrome;Windows;other;Mie
P017302;40823;158.5;Chrome;Windows;other;Mie
P017303;56417;152;Mobile Safari;iOS;iPhone;Mie
P017304;56421;125;Mobile Safari;iOS;iPhone;Mie
P017305;45954;94;Mobile Safari;iOS;iPhone;Mie
P017306;56387;95;Chrome;Windows;other;Mie
P017307;56428;137;Chrome;Windows;other;Mie
P017308;42051;71;Chrome;Windows;other;Mie
P017309;56431;54.5;Mobile Safari;iOS;iPhone;Mie
P017310;48942;68;Mobile Safari;iOS;iPhone;Mie
P017311;56420;96;Chrome Mobile iOS;iOS;iPhone;Mie
P017312;56432;66;Chrome;Windows;other;Mie
P017313;56403;53;Chrome;Windows;other;Mie
P017314;37394;285;Chrome;Windows;other;Mie
P017315;56436;52.5;Chrome;Windows;other;Mie
P017316;56438;53;Mobile Safari;iOS;iPhone;Mie
P017317;55332;119.5;Chrome;Windows;other;Mie
P017318;56443;250.5;Mobile Safari;iOS;iPhone;Mie
P017319;56433;68.5;Chrome;Windows;other;Mie
P017320;56437;88.5;Chrome Mobile;Android;other;Mie
P017321;40206;110.5;Facebook;Android;Samsung;Mie
P017322;56377;259;Chrome;Windows;other;Mie
P017323;56447;80;Mobile Safari;iOS;iPhone;Mie
P017324;49958;53.5;Chrome Mobile iOS;iOS;iPhone;Mie
P017325;52598;60.5;Chrome Mobile;Android;other;Mie
P017326;56430;226;Samsung Internet;Android;Samsung;Mie
P017327;34715;114;Chrome;Windows;other;Mie
P017328;35135;106;Edge;Windows;other;Mie
P017329;36728;266;Chrome;Windows;other;Mie
P017330;40114;65;Chrome;Windows;other;Mie
P017331;56439;90;Chrome;Windows;other;Mie
P017332;36546;81;Chrome Mobile;Android;other;Mie
P017333;49300;53;Chrome;Windows;other;Mie
P017334;37349;78;Chrome;Windows;other;Mie
P017335;56440;60;Mobile Safari;iOS;iPhone;Mie
P017336;56453;137;Samsung Internet;Android;Samsung;Mie
P017337;42394;173;Chrome;Windows;other;Mie
P017338;56194;107;Chrome Mobile iOS;iOS;iPad;Mie
P017339;47930;145.5;Mobile Safari;iOS;iPhone;Mie
P017340;43729;95.5;Chrome;Windows;other;Mie
P017341;56445;97;Chrome;Windows;other;Mie
P017342;43972;134.5;Mobile Safari;iOS;iPhone;Mie
P017343;56468;58.5;Chrome Mobile;Android;other;Mie
P017344;56469;99.5;Safari;Mac OS X;other;Mie
P017345;47194;72.5;Mobile Safari;iOS;iPhone;Mie
P017346;56460;72.5;Facebook;Android;other;Mie
P017347;56454;155.5;Chrome;Windows;other;Mie
P017348;55183;81;Chrome;Windows;other;Mie
P017349;56316;52;Mobile Safari;iOS;iPhone;Mie
P017350;56475;87;Samsung Internet;Android;Samsung;Mie
P017351;56459;69;Chrome;Windows;other;Mie
P017352;56474;88;Chrome Mobile;Android;other;Mie
P017353;39437;77;Chrome Mobile;Android;other;Mie
P017354;56452;59.5;Chrome;Windows;other;Mie
P017355;56467;75;Chrome;Windows;other;Mie
P017356;44321;107;Chrome;Windows;other;Mie
P017357;56419;131.5;Chrome Mobile;Android;other;Mie
P017358;56486;80;Mobile Safari;iOS;iPhone;Mie
P017359;56488;80.5;Samsung Internet;Android;Samsung;Mie
P017360;56333;52;Chrome Mobile;Android;other;Mie
P017361;56477;67;Chrome;Windows;other;Mie
P017362;42721;70.5;Mobile Safari;iOS;iPhone;Mie
P017363;56123;95;Chrome;Windows;other;Mie
P017364;56490;117;Mobile Safari;WKWebView;iOS;Mie
P017365;37344;193.5;Chrome;Windows;other;Mie
P017366;56495;155.5;Chrome;Windows;other;Mie
P017367;41251;61;Mobile Safari;iOS;iPhone;Mie
P017368;53717;85;Chrome;Windows;other;Mie
P017369;55989;54;Chrome;Windows;other;Mie
P017370;56496;80;Chrome;Windows;other;Mie
P017371;56502;74;Chrome Mobile;Android;other;Mie
P017372;56481;105;Chrome Mobile;Android;other;Mie
P017373;56506;67.5;Chrome Mobile;Android;other;Mie
P017374;56511;116;Chrome;Windows;other;Mie
P017375;56489;60.5;Facebook;Android;other;Mie
P017376;39129;68;Mobile Safari;iOS;iPhone;Mie
P017377;37994;125;Safari;Mac OS X;other;Mie
P017378;35289;202.5;Chrome;Windows;other;Mie
P017379;56517;122.5;Samsung Internet;Android;Samsung;Mie
P017380;56518;54;Chrome Mobile;Android;other;Mie
P017381;35926;53;Chrome Mobile;Android;other;Mie
P017382;38015;103.5;Chrome Mobile;Android;other;Mie
P017383;56499;85.5;Chrome Mobile;Android;other;Mie
P017384;56505;120.5;Chrome;Windows;other;Mie
P017385;36354;108;Chrome;Windows;other;Mie
P017386;55321;66;Chrome;Windows;other;Mie
P017387;56507;70.5;Chrome Mobile;Android;other;Mie
P017388;48016;53;Chrome;Mac OS X;other;Mie
P017389;52422;80;Chrome Mobile;Android;other;Mie
P017390;56523;53;Chrome;Windows;other;Mie
P017391;56525;229;Chrome;Windows;other;Mie
P017392;35476;80;Chrome;Windows;other;Mie
P017393;56516;173;Safari;Mac OS X;other;Mie
P017394;56530;67;Mobile Safari;iOS;iPhone;Mie
P017395;47695;56;Mobile Safari;iOS;iPhone;Mie
P017396;56521;94;Mobile Safari;iOS;iPhone;Mie
P017397;56529;133;Chrome;Windows;other;Mie
P017398;54494;85;Chrome Mobile;Android;other;Mie
P017399;37714;93;Chrome;Windows;other;Mie
P017400;55120;53.5;Chrome Mobile;Android;other;Mie
P017401;56522;53.5;Chrome;Windows;other;Mie
P017402;56192;57;Chrome;Windows;other;Mie
P017403;56539;80.5;Chrome;Windows;other;Mie
P017404;39259;178.5;Samsung Internet;Android;Samsung;Mie
P017405;55832;92.5;Chrome Mobile;Android;other;Mie
P017406;56544;61.5;Mobile Safari;iOS;iPhone;Mie
P017407;35682;98;Safari;Mac OS X;other;Mie
P017408;56546;68;Chrome;Windows;other;Mie
P017409;49198;51;Mobile Safari;iOS;iPhone;Mie
P017410;48815;108.5;Chrome;Windows;other;Mie
P017411;52826;95;Chrome;Windows;other;Mie
P017412;36942;96.5;Chrome;Mac OS X;other;Mie
P017413;38551;158.5;Chrome;Windows;other;Mie
P017414;44528;107;Safari;Mac OS X;other;Mie
P017415;56555;58;Mobile Safari;iOS;iPhone;Mie
P017416;43363;95.5;Chrome;Windows;other;Mie
P017417;56560;121;Mobile Safari;iOS;iPhone;Mie
P017418;42165;53.5;Chrome;Windows;other;Mie
P017419;50203;54.5;Mobile Safari;iOS;iPhone;Mie
P017420;35251;52.5;Mobile Safari;iOS;iPhone;Mie
P017421;35239;95;Chrome Mobile;Android;other;Mie
P017422;46863;125;Mobile Safari;iOS;iPhone;Mie
P017423;56570;53.5;Chrome;Windows;other;Mie
P017424;45722;52.5;Facebook;Android;Samsung;Mie
P017425;56571;71;Mobile Safari;iOS;iPhone;Mie
P017426;56558;68;Chrome;Windows;other;Mie
P017427;56567;124.5;Chrome Mobile;Android;other;Mie
P017428;56561;73.5;Chrome;Windows;other;Mie
P017429;56569;58;Chrome;Windows;other;Mie
P017430;56572;113.5;Chrome Mobile;Android;other;Mie
P017431;56576;53;Facebook;Android;Moto;Mie
P017432;56563;72.5;Firefox;Windows;other;Mie
P017433;56578;68.5;Mobile Safari;iOS;iPhone;Mie
P017434;33667;67;Chrome;Windows;other;Jue
P017435;56583;74;Mobile Safari;iOS;iPhone;Jue
P017436;34288;68;Chrome Mobile;Android;other;Jue
P017437;56588;106.5;Chrome Mobile;Android;XiaoMi;Jue
P017438;56582;65.5;Chrome Mobile;Android;XiaoMi;Jue
P017439;56592;93;Mobile Safari;iOS;iPhone;Jue
P017440;56589;152;Samsung Internet;Android;Samsung;Jue
P017441;56599;75;Mobile Safari;iOS;iPhone;Jue
P017442;56594;126;Chrome;Windows;other;Jue
P017443;56603;95;Chrome;Windows;other;Jue
P017444;56606;91.5;Chrome Mobile;Android;other;Jue
P017445;37474;107.5;Chrome Mobile;Android;other;Jue
P017446;56610;162;Safari;Mac OS X;other;Jue
